lipid_metab_node,RNAseq_node,Shortest_path_length,number_of_shortest_paths
lipid321,ENSMUSG00000035284,10,3097
lipid321,ENSMUSG00000035349,9,163
lipid321,ENSMUSG00000035469,10,1141
lipid321,ENSMUSG00000035762,10,1141
lipid321,ENSMUSG00000036180,10,978
lipid321,ENSMUSG00000036940,9,163
lipid321,ENSMUSG00000037110,10,326
lipid321,ENSMUSG00000037234,10,1956
lipid321,ENSMUSG00000037416,10,163
lipid321,ENSMUSG00000038446,10,163
lipid321,ENSMUSG00000038664,9,163
lipid321,ENSMUSG00000038708,9,163
lipid321,ENSMUSG00000038774,9,163
lipid321,ENSMUSG00000039704,11,2608
lipid321,ENSMUSG00000040459,10,1304
lipid321,ENSMUSG00000040549,10,2771
lipid321,ENSMUSG00000041360,11,8476
lipid321,ENSMUSG00000041997,10,2282
lipid321,ENSMUSG00000042605,9,163
lipid321,ENSMUSG00000042814,8,163
lipid321,ENSMUSG00000043279,10,326
lipid321,ENSMUSG00000044252,10,163
lipid321,ENSMUSG00000044519,9,163
lipid321,ENSMUSG00000044573,9,163
lipid321,ENSMUSG00000046111,10,652
lipid321,ENSMUSG00000046230,9,163
lipid321,ENSMUSG00000048000,9,163
lipid321,ENSMUSG00000048118,10,815
lipid321,ENSMUSG00000049091,9,163
lipid321,ENSMUSG00000049606,9,163
lipid321,ENSMUSG00000050697,9,163
lipid321,ENSMUSG00000051285,9,163
lipid321,ENSMUSG00000052337,10,1630
lipid321,ENSMUSG00000052428,10,652
lipid321,ENSMUSG00000052539,9,326
lipid321,ENSMUSG00000052595,8,163
lipid321,ENSMUSG00000053453,9,163
lipid321,ENSMUSG00000053510,11,12551
lipid321,ENSMUSG00000053877,9,326
lipid321,ENSMUSG00000054226,10,652
lipid321,ENSMUSG00000056608,10,978
lipid321,ENSMUSG00000057110,10,1141
lipid321,ENSMUSG00000057181,10,163
lipid321,ENSMUSG00000058056,11,11573
lipid321,ENSMUSG00000058301,10,1141
lipid321,ENSMUSG00000058587,10,2445
lipid321,ENSMUSG00000059495,9,163
lipid321,ENSMUSG00000060961,9,163
lipid321,ENSMUSG00000061331,10,2771
lipid321,ENSMUSG00000061755,9,163
lipid321,ENSMUSG00000062949,9,163
lipid321,ENSMUSG00000062981,10,2934
lipid321,ENSMUSG00000063077,9,163
lipid321,ENSMUSG00000063382,11,1630
lipid321,ENSMUSG00000064294,9,163
lipid321,ENSMUSG00000064337,9,326
lipid321,ENSMUSG00000064339,9,163
lipid321,ENSMUSG00000064345,10,2771
lipid321,ENSMUSG00000064367,9,163
lipid321,ENSMUSG00000066406,10,163
lipid321,ENSMUSG00000068220,4,11
lipid321,ENSMUSG00000069892,9,163
lipid321,ENSMUSG00000070594,9,326
lipid321,ENSMUSG00000072294,10,163
lipid321,ENSMUSG00000074422,9,163
lipid321,ENSMUSG00000078427,10,2771
lipid321,ENSMUSG00000080542,10,1793
lipid321,ENSMUSG00000090836,10,1467
lipid324,ENSMUSG00000000056,9,1
lipid324,ENSMUSG00000002028,10,9
lipid324,ENSMUSG00000003039,10,5
lipid324,ENSMUSG00000003813,10,1
lipid324,ENSMUSG00000004207,4,5
lipid324,ENSMUSG00000006005,9,1
lipid324,ENSMUSG00000011960,10,1
lipid324,ENSMUSG00000015759,10,3
lipid324,ENSMUSG00000016756,9,1
lipid324,ENSMUSG00000020154,10,1
lipid324,ENSMUSG00000020224,9,1
lipid324,ENSMUSG00000020250,10,9
lipid324,ENSMUSG00000020608,10,28
lipid324,ENSMUSG00000020609,9,1
lipid324,ENSMUSG00000020709,10,12
lipid324,ENSMUSG00000020721,9,1
lipid324,ENSMUSG00000020863,9,1
lipid324,ENSMUSG00000021039,8,1
lipid324,ENSMUSG00000021149,10,13
lipid324,ENSMUSG00000021243,10,1
lipid324,ENSMUSG00000021408,11,53
lipid324,ENSMUSG00000021413,10,10
lipid324,ENSMUSG00000021549,10,10
lipid324,ENSMUSG00000022141,10,8
lipid324,ENSMUSG00000022205,11,90
lipid324,ENSMUSG00000022383,9,2
lipid324,ENSMUSG00000022387,10,2
lipid324,ENSMUSG00000022521,10,2
lipid324,ENSMUSG00000022911,9,1
lipid324,ENSMUSG00000023852,9,2
lipid324,ENSMUSG00000024083,10,4
lipid324,ENSMUSG00000024096,4,40
lipid324,ENSMUSG00000024122,10,1
lipid324,ENSMUSG00000024188,10,9
lipid324,ENSMUSG00000024384,10,1
lipid324,ENSMUSG00000024498,9,1
lipid324,ENSMUSG00000024526,4,2
lipid324,ENSMUSG00000024921,10,1
lipid324,ENSMUSG00000024975,10,2
lipid324,ENSMUSG00000025194,10,4
lipid324,ENSMUSG00000025364,10,3
lipid324,ENSMUSG00000025809,9,1
lipid324,ENSMUSG00000025860,10,5
lipid324,ENSMUSG00000026234,9,1
lipid324,ENSMUSG00000026353,9,1
lipid324,ENSMUSG00000026398,10,11
lipid324,ENSMUSG00000026464,10,16
lipid324,ENSMUSG00000026579,9,1
lipid324,ENSMUSG00000026740,10,3
lipid324,ENSMUSG00000026743,11,81
lipid324,ENSMUSG00000026991,10,5
lipid324,ENSMUSG00000027677,10,4
lipid324,ENSMUSG00000027680,9,2
lipid324,ENSMUSG00000027708,11,29
lipid324,ENSMUSG00000027884,10,11
lipid324,ENSMUSG00000028029,10,16
lipid324,ENSMUSG00000028053,9,1
lipid324,ENSMUSG00000028180,10,15
lipid324,ENSMUSG00000028559,10,18
lipid324,ENSMUSG00000028797,10,2
lipid324,ENSMUSG00000028869,10,5
lipid324,ENSMUSG00000029623,10,11
lipid324,ENSMUSG00000029634,10,5
lipid324,ENSMUSG00000029836,9,1
lipid324,ENSMUSG00000030059,10,32
lipid324,ENSMUSG00000030122,10,6
lipid324,ENSMUSG00000030216,10,2
lipid324,ENSMUSG00000030451,10,6
lipid324,ENSMUSG00000030557,10,10
lipid324,ENSMUSG00000030738,9,2
lipid324,ENSMUSG00000031060,10,1
lipid324,ENSMUSG00000031357,9,1
lipid324,ENSMUSG00000031902,10,24
lipid324,ENSMUSG00000031954,10,3
lipid324,ENSMUSG00000032384,11,93
lipid324,ENSMUSG00000032407,10,25
lipid324,ENSMUSG00000032525,10,4
lipid324,ENSMUSG00000032727,10,18
lipid324,ENSMUSG00000032763,5,1
lipid324,ENSMUSG00000033228,10,1
lipid324,ENSMUSG00000034163,11,105
lipid324,ENSMUSG00000034243,9,1
lipid324,ENSMUSG00000034252,9,1
lipid324,ENSMUSG00000034610,9,1
lipid324,ENSMUSG00000034620,9,1
lipid324,ENSMUSG00000035284,10,19
lipid324,ENSMUSG00000035349,9,1
lipid324,ENSMUSG00000035469,10,7
lipid324,ENSMUSG00000035762,10,7
lipid324,ENSMUSG00000036180,10,6
lipid324,ENSMUSG00000036940,9,1
lipid324,ENSMUSG00000037110,10,2
lipid324,ENSMUSG00000037234,10,12
lipid324,ENSMUSG00000037416,10,1
lipid324,ENSMUSG00000038446,10,1
lipid324,ENSMUSG00000038664,9,1
lipid324,ENSMUSG00000038708,9,1
lipid324,ENSMUSG00000038774,9,1
lipid324,ENSMUSG00000039704,11,16
lipid324,ENSMUSG00000040459,10,8
lipid324,ENSMUSG00000040549,10,17
lipid324,ENSMUSG00000041360,11,52
lipid324,ENSMUSG00000041997,10,14
lipid324,ENSMUSG00000042605,9,1
lipid324,ENSMUSG00000042814,8,1
lipid324,ENSMUSG00000043279,10,2
lipid324,ENSMUSG00000044252,10,1
lipid324,ENSMUSG00000044519,9,1
lipid324,ENSMUSG00000044573,9,1
lipid324,ENSMUSG00000046111,10,4
lipid324,ENSMUSG00000046230,9,1
lipid324,ENSMUSG00000048000,9,1
lipid324,ENSMUSG00000048118,10,5
lipid324,ENSMUSG00000049091,9,1
lipid324,ENSMUSG00000049606,9,1
lipid324,ENSMUSG00000050697,9,1
lipid324,ENSMUSG00000051285,9,1
lipid324,ENSMUSG00000052337,10,10
lipid324,ENSMUSG00000052428,10,4
lipid324,ENSMUSG00000052539,9,2
lipid324,ENSMUSG00000052595,8,1
lipid324,ENSMUSG00000053453,9,1
lipid324,ENSMUSG00000053510,11,77
lipid324,ENSMUSG00000053877,9,2
lipid324,ENSMUSG00000054226,10,4
lipid324,ENSMUSG00000056608,10,6
lipid324,ENSMUSG00000057110,10,7
lipid324,ENSMUSG00000057181,10,1
lipid324,ENSMUSG00000058056,11,71
lipid324,ENSMUSG00000058301,10,7
lipid324,ENSMUSG00000058587,10,15
lipid324,ENSMUSG00000059495,9,1
lipid324,ENSMUSG00000060961,9,1
lipid324,ENSMUSG00000061331,10,17
lipid324,ENSMUSG00000061755,9,1
lipid324,ENSMUSG00000062949,9,1
lipid324,ENSMUSG00000062981,10,18
lipid324,ENSMUSG00000063077,9,1
lipid324,ENSMUSG00000063382,11,10
lipid324,ENSMUSG00000064294,9,1
lipid324,ENSMUSG00000064337,9,2
lipid324,ENSMUSG00000064339,9,1
lipid324,ENSMUSG00000064345,10,17
lipid324,ENSMUSG00000064367,9,1
lipid324,ENSMUSG00000066406,10,1
lipid324,ENSMUSG00000068220,4,4
lipid324,ENSMUSG00000069892,9,1
lipid324,ENSMUSG00000070594,9,2
lipid324,ENSMUSG00000072294,10,1
lipid324,ENSMUSG00000074422,9,1
lipid324,ENSMUSG00000078427,10,17
lipid324,ENSMUSG00000080542,10,11
lipid324,ENSMUSG00000090836,10,9
lipid325,ENSMUSG00000000056,6,1
lipid325,ENSMUSG00000002028,7,9
lipid325,ENSMUSG00000003039,7,5
lipid325,ENSMUSG00000003813,7,1
lipid325,ENSMUSG00000004207,8,6
lipid325,ENSMUSG00000006005,6,1
lipid325,ENSMUSG00000011960,7,1
lipid325,ENSMUSG00000015759,7,3
lipid325,ENSMUSG00000016756,6,1
lipid325,ENSMUSG00000020154,7,1
lipid325,ENSMUSG00000020224,6,1
lipid325,ENSMUSG00000020250,7,9
lipid325,ENSMUSG00000020608,7,28
lipid325,ENSMUSG00000020609,6,1
lipid325,ENSMUSG00000020709,7,12
lipid325,ENSMUSG00000020721,6,1
lipid325,ENSMUSG00000020863,6,1
lipid325,ENSMUSG00000021039,5,1
lipid325,ENSMUSG00000021149,7,13
lipid325,ENSMUSG00000021243,7,1
lipid325,ENSMUSG00000021408,8,53
lipid325,ENSMUSG00000021413,7,10
lipid325,ENSMUSG00000021549,7,10
lipid325,ENSMUSG00000022141,7,8
lipid325,ENSMUSG00000022205,8,90
lipid325,ENSMUSG00000022383,6,2
lipid325,ENSMUSG00000022387,7,2
lipid325,ENSMUSG00000022521,7,2
lipid325,ENSMUSG00000022911,6,1
lipid325,ENSMUSG00000023852,6,2
lipid325,ENSMUSG00000024083,7,4
lipid325,ENSMUSG00000024096,6,3
lipid325,ENSMUSG00000024122,7,1
lipid325,ENSMUSG00000024188,7,9
lipid325,ENSMUSG00000024384,7,1
lipid325,ENSMUSG00000024498,6,1
lipid325,ENSMUSG00000024526,8,3
lipid325,ENSMUSG00000024921,7,1
lipid325,ENSMUSG00000024975,7,2
lipid325,ENSMUSG00000025194,7,4
lipid325,ENSMUSG00000025364,7,3
lipid325,ENSMUSG00000025809,6,1
lipid325,ENSMUSG00000025860,7,5
lipid325,ENSMUSG00000026234,6,1
lipid325,ENSMUSG00000026353,6,1
lipid325,ENSMUSG00000026398,7,11
lipid325,ENSMUSG00000026464,7,16
lipid325,ENSMUSG00000026579,6,1
lipid325,ENSMUSG00000026740,7,3
lipid325,ENSMUSG00000026743,8,81
lipid325,ENSMUSG00000026991,7,5
lipid325,ENSMUSG00000027677,7,4
lipid325,ENSMUSG00000027680,6,2
lipid325,ENSMUSG00000027708,8,29
lipid325,ENSMUSG00000027884,7,11
lipid325,ENSMUSG00000028029,7,16
lipid325,ENSMUSG00000028053,6,1
lipid325,ENSMUSG00000028180,7,15
lipid325,ENSMUSG00000028559,7,18
lipid325,ENSMUSG00000028797,7,2
lipid325,ENSMUSG00000028869,7,5
lipid325,ENSMUSG00000029623,7,11
lipid325,ENSMUSG00000029634,7,5
lipid325,ENSMUSG00000029836,6,1
lipid325,ENSMUSG00000030059,7,32
lipid325,ENSMUSG00000030122,7,6
lipid325,ENSMUSG00000030216,7,2
lipid325,ENSMUSG00000030451,7,6
lipid325,ENSMUSG00000030557,7,10
lipid325,ENSMUSG00000030738,6,2
lipid325,ENSMUSG00000031060,7,1
lipid325,ENSMUSG00000031357,6,1
lipid325,ENSMUSG00000031902,7,24
lipid325,ENSMUSG00000031954,7,3
lipid325,ENSMUSG00000032384,8,93
lipid325,ENSMUSG00000032407,7,25
lipid325,ENSMUSG00000032525,7,4
lipid325,ENSMUSG00000032727,7,18
lipid325,ENSMUSG00000032763,6,12
lipid325,ENSMUSG00000033228,7,1
lipid325,ENSMUSG00000034163,8,105
lipid325,ENSMUSG00000034243,6,1
lipid325,ENSMUSG00000034252,6,1
lipid325,ENSMUSG00000034610,6,1
lipid325,ENSMUSG00000034620,6,1
lipid325,ENSMUSG00000035284,7,19
lipid325,ENSMUSG00000035349,6,1
lipid325,ENSMUSG00000035469,7,7
lipid325,ENSMUSG00000035762,7,7
lipid325,ENSMUSG00000036180,7,6
lipid325,ENSMUSG00000036940,6,1
lipid325,ENSMUSG00000037110,7,2
lipid325,ENSMUSG00000037234,7,12
lipid325,ENSMUSG00000037416,7,1
lipid325,ENSMUSG00000038446,7,1
lipid325,ENSMUSG00000038664,6,1
lipid325,ENSMUSG00000038708,6,1
lipid325,ENSMUSG00000038774,6,1
lipid325,ENSMUSG00000039704,8,16
lipid325,ENSMUSG00000040459,7,8
lipid325,ENSMUSG00000040549,7,17
lipid325,ENSMUSG00000041360,8,52
lipid325,ENSMUSG00000041997,7,14
lipid325,ENSMUSG00000042605,6,1
lipid325,ENSMUSG00000042814,5,1
lipid325,ENSMUSG00000043279,7,2
lipid325,ENSMUSG00000044252,7,1
lipid325,ENSMUSG00000044519,6,1
lipid325,ENSMUSG00000044573,6,1
lipid325,ENSMUSG00000046111,7,4
lipid325,ENSMUSG00000046230,6,1
lipid325,ENSMUSG00000048000,6,1
lipid325,ENSMUSG00000048118,7,5
lipid325,ENSMUSG00000049091,6,1
lipid325,ENSMUSG00000049606,6,1
lipid325,ENSMUSG00000050697,6,1
lipid325,ENSMUSG00000051285,6,1
lipid325,ENSMUSG00000052337,7,10
lipid325,ENSMUSG00000052428,7,4
lipid325,ENSMUSG00000052539,6,2
lipid325,ENSMUSG00000052595,5,1
lipid325,ENSMUSG00000053453,6,1
lipid325,ENSMUSG00000053510,8,77
lipid325,ENSMUSG00000053877,6,2
lipid325,ENSMUSG00000054226,7,4
lipid325,ENSMUSG00000056608,7,6
lipid325,ENSMUSG00000057110,7,7
lipid325,ENSMUSG00000057181,7,1
lipid325,ENSMUSG00000058056,8,71
lipid325,ENSMUSG00000058301,7,7
lipid325,ENSMUSG00000058587,7,15
lipid325,ENSMUSG00000059495,6,1
lipid325,ENSMUSG00000060961,6,1
lipid325,ENSMUSG00000061331,7,17
lipid325,ENSMUSG00000061755,6,1
lipid325,ENSMUSG00000062949,6,1
lipid325,ENSMUSG00000062981,7,18
lipid325,ENSMUSG00000063077,6,1
lipid325,ENSMUSG00000063382,8,10
lipid325,ENSMUSG00000064294,6,1
lipid325,ENSMUSG00000064337,6,2
lipid325,ENSMUSG00000064339,6,1
lipid325,ENSMUSG00000064345,7,17
lipid325,ENSMUSG00000064367,6,1
lipid325,ENSMUSG00000066406,7,1
lipid325,ENSMUSG00000068220,8,3
lipid325,ENSMUSG00000069892,6,1
lipid325,ENSMUSG00000070594,6,2
lipid325,ENSMUSG00000072294,7,1
lipid325,ENSMUSG00000074422,6,1
lipid325,ENSMUSG00000078427,7,17
lipid325,ENSMUSG00000080542,7,11
lipid325,ENSMUSG00000090836,7,9
lipid326,ENSMUSG00000000056,5,1
lipid326,ENSMUSG00000002028,6,9
lipid326,ENSMUSG00000003039,6,5
lipid326,ENSMUSG00000003813,6,1
lipid326,ENSMUSG00000004207,7,2
lipid326,ENSMUSG00000006005,5,1
lipid326,ENSMUSG00000011960,6,1
lipid326,ENSMUSG00000015759,6,3
lipid326,ENSMUSG00000016756,5,1
lipid326,ENSMUSG00000020154,6,1
lipid326,ENSMUSG00000020224,5,1
lipid326,ENSMUSG00000020250,6,9
lipid326,ENSMUSG00000020608,6,28
lipid326,ENSMUSG00000020609,5,1
lipid326,ENSMUSG00000020709,6,12
lipid326,ENSMUSG00000020721,5,1
lipid326,ENSMUSG00000020863,5,1
lipid326,ENSMUSG00000021039,4,1
lipid326,ENSMUSG00000021149,6,13
lipid326,ENSMUSG00000021243,6,1
lipid326,ENSMUSG00000021408,7,53
lipid326,ENSMUSG00000021413,6,10
lipid326,ENSMUSG00000021549,6,10
lipid326,ENSMUSG00000022141,6,8
lipid326,ENSMUSG00000022205,7,90
lipid326,ENSMUSG00000022383,5,2
lipid326,ENSMUSG00000022387,6,2
lipid326,ENSMUSG00000022521,6,2
lipid326,ENSMUSG00000022911,5,1
lipid326,ENSMUSG00000023852,5,2
lipid326,ENSMUSG00000024083,6,4
lipid326,ENSMUSG00000024096,5,1
lipid326,ENSMUSG00000024122,6,1
lipid326,ENSMUSG00000024188,6,9
lipid326,ENSMUSG00000024384,6,1
lipid326,ENSMUSG00000024498,5,1
lipid326,ENSMUSG00000024526,7,1
lipid326,ENSMUSG00000024921,6,1
lipid326,ENSMUSG00000024975,6,2
lipid326,ENSMUSG00000025194,6,4
lipid326,ENSMUSG00000025364,6,3
lipid326,ENSMUSG00000025809,5,1
lipid326,ENSMUSG00000025860,6,5
lipid326,ENSMUSG00000026234,5,1
lipid326,ENSMUSG00000026353,5,1
lipid326,ENSMUSG00000026398,6,11
lipid326,ENSMUSG00000026464,6,16
lipid326,ENSMUSG00000026579,5,1
lipid326,ENSMUSG00000026740,6,3
lipid326,ENSMUSG00000026743,7,81
lipid326,ENSMUSG00000026991,6,5
lipid326,ENSMUSG00000027677,6,4
lipid326,ENSMUSG00000027680,5,2
lipid326,ENSMUSG00000027708,7,29
lipid326,ENSMUSG00000027884,6,11
lipid326,ENSMUSG00000028029,6,16
lipid326,ENSMUSG00000028053,5,1
lipid326,ENSMUSG00000028180,6,15
lipid326,ENSMUSG00000028559,6,18
lipid326,ENSMUSG00000028797,6,2
lipid326,ENSMUSG00000028869,6,5
lipid326,ENSMUSG00000029623,6,11
lipid326,ENSMUSG00000029634,6,5
lipid326,ENSMUSG00000029836,5,1
lipid326,ENSMUSG00000030059,6,32
lipid326,ENSMUSG00000030122,6,6
lipid326,ENSMUSG00000030216,6,2
lipid326,ENSMUSG00000030451,6,6
lipid326,ENSMUSG00000030557,6,10
lipid326,ENSMUSG00000030738,5,2
lipid326,ENSMUSG00000031060,6,1
lipid326,ENSMUSG00000031357,5,1
lipid326,ENSMUSG00000031902,6,24
lipid326,ENSMUSG00000031954,6,3
lipid326,ENSMUSG00000032384,7,93
lipid326,ENSMUSG00000032407,6,25
lipid326,ENSMUSG00000032525,6,4
lipid326,ENSMUSG00000032727,6,18
lipid326,ENSMUSG00000032763,5,4
lipid326,ENSMUSG00000033228,6,1
lipid326,ENSMUSG00000034163,7,105
lipid326,ENSMUSG00000034243,5,1
lipid326,ENSMUSG00000034252,5,1
lipid326,ENSMUSG00000034610,5,1
lipid326,ENSMUSG00000034620,5,1
lipid326,ENSMUSG00000035284,6,19
lipid326,ENSMUSG00000035349,5,1
lipid326,ENSMUSG00000035469,6,7
lipid326,ENSMUSG00000035762,6,7
lipid326,ENSMUSG00000036180,6,6
lipid326,ENSMUSG00000036940,5,1
lipid326,ENSMUSG00000037110,6,2
lipid326,ENSMUSG00000037234,6,12
lipid326,ENSMUSG00000037416,6,1
lipid326,ENSMUSG00000038446,6,1
lipid326,ENSMUSG00000038664,5,1
lipid326,ENSMUSG00000038708,5,1
lipid326,ENSMUSG00000038774,5,1
lipid326,ENSMUSG00000039704,7,16
lipid326,ENSMUSG00000040459,6,8
lipid326,ENSMUSG00000040549,6,17
lipid326,ENSMUSG00000041360,7,52
lipid326,ENSMUSG00000041997,6,14
lipid326,ENSMUSG00000042605,5,1
lipid326,ENSMUSG00000042814,4,1
lipid326,ENSMUSG00000043279,6,2
lipid326,ENSMUSG00000044252,6,1
lipid326,ENSMUSG00000044519,5,1
lipid326,ENSMUSG00000044573,5,1
lipid326,ENSMUSG00000046111,6,4
lipid326,ENSMUSG00000046230,5,1
lipid326,ENSMUSG00000048000,5,1
lipid326,ENSMUSG00000048118,6,5
lipid326,ENSMUSG00000049091,5,1
lipid326,ENSMUSG00000049606,5,1
lipid326,ENSMUSG00000050697,5,1
lipid326,ENSMUSG00000051285,5,1
lipid326,ENSMUSG00000052337,6,10
lipid326,ENSMUSG00000052428,6,4
lipid326,ENSMUSG00000052539,5,2
lipid326,ENSMUSG00000052595,4,1
lipid326,ENSMUSG00000053453,5,1
lipid326,ENSMUSG00000053510,7,77
lipid326,ENSMUSG00000053877,5,2
lipid326,ENSMUSG00000054226,6,4
lipid326,ENSMUSG00000056608,6,6
lipid326,ENSMUSG00000057110,6,7
lipid326,ENSMUSG00000057181,6,1
lipid326,ENSMUSG00000058056,7,71
lipid326,ENSMUSG00000058301,6,7
lipid326,ENSMUSG00000058587,6,15
lipid326,ENSMUSG00000059495,5,1
lipid326,ENSMUSG00000060961,5,1
lipid326,ENSMUSG00000061331,6,17
lipid326,ENSMUSG00000061755,5,1
lipid326,ENSMUSG00000062949,5,1
lipid326,ENSMUSG00000062981,6,18
lipid326,ENSMUSG00000063077,5,1
lipid326,ENSMUSG00000063382,7,10
lipid326,ENSMUSG00000064294,5,1
lipid326,ENSMUSG00000064337,5,2
lipid326,ENSMUSG00000064339,5,1
lipid326,ENSMUSG00000064345,6,17
lipid326,ENSMUSG00000064367,5,1
lipid326,ENSMUSG00000066406,6,1
lipid326,ENSMUSG00000068220,7,1
lipid326,ENSMUSG00000069892,5,1
lipid326,ENSMUSG00000070594,5,2
lipid326,ENSMUSG00000072294,6,1
lipid326,ENSMUSG00000074422,5,1
lipid326,ENSMUSG00000078427,6,17
lipid326,ENSMUSG00000080542,6,11
lipid326,ENSMUSG00000090836,6,9
lipid327,ENSMUSG00000000056,8,8
lipid327,ENSMUSG00000002028,9,72
lipid327,ENSMUSG00000003039,9,40
lipid327,ENSMUSG00000003813,9,8
lipid327,ENSMUSG00000004207,3,2
lipid327,ENSMUSG00000006005,8,8
lipid327,ENSMUSG00000011960,9,8
lipid327,ENSMUSG00000015759,9,24
lipid327,ENSMUSG00000016756,8,8
lipid327,ENSMUSG00000020154,9,8
lipid327,ENSMUSG00000020224,8,8
lipid327,ENSMUSG00000020250,9,72
lipid327,ENSMUSG00000020608,9,224
lipid327,ENSMUSG00000020609,8,8
lipid327,ENSMUSG00000020709,9,96
lipid327,ENSMUSG00000020721,8,8
lipid327,ENSMUSG00000020863,8,8
lipid327,ENSMUSG00000021039,7,8
lipid327,ENSMUSG00000021149,9,104
lipid327,ENSMUSG00000021243,9,8
lipid327,ENSMUSG00000021408,10,424
lipid327,ENSMUSG00000021413,9,80
lipid327,ENSMUSG00000021549,9,80
lipid327,ENSMUSG00000022141,9,64
lipid327,ENSMUSG00000022205,10,720
lipid327,ENSMUSG00000022383,8,16
lipid327,ENSMUSG00000022387,9,16
lipid327,ENSMUSG00000022521,9,16
lipid327,ENSMUSG00000022911,8,8
lipid327,ENSMUSG00000023852,8,16
lipid327,ENSMUSG00000024083,9,32
lipid327,ENSMUSG00000024096,2,2
lipid327,ENSMUSG00000024122,9,8
lipid327,ENSMUSG00000024188,9,72
lipid327,ENSMUSG00000024384,9,8
lipid327,ENSMUSG00000024498,8,8
lipid327,ENSMUSG00000024526,4,42
lipid327,ENSMUSG00000024921,9,8
lipid327,ENSMUSG00000024975,9,16
lipid327,ENSMUSG00000025194,9,32
lipid327,ENSMUSG00000025364,9,24
lipid327,ENSMUSG00000025809,8,8
lipid327,ENSMUSG00000025860,9,40
lipid327,ENSMUSG00000026234,8,8
lipid327,ENSMUSG00000026353,8,8
lipid327,ENSMUSG00000026398,9,88
lipid327,ENSMUSG00000026464,9,128
lipid327,ENSMUSG00000026579,8,8
lipid327,ENSMUSG00000026740,9,24
lipid327,ENSMUSG00000026743,10,648
lipid327,ENSMUSG00000026991,9,40
lipid327,ENSMUSG00000027677,9,32
lipid327,ENSMUSG00000027680,8,16
lipid327,ENSMUSG00000027708,10,232
lipid327,ENSMUSG00000027884,9,88
lipid327,ENSMUSG00000028029,9,128
lipid327,ENSMUSG00000028053,8,8
lipid327,ENSMUSG00000028180,9,120
lipid327,ENSMUSG00000028559,9,144
lipid327,ENSMUSG00000028797,9,16
lipid327,ENSMUSG00000028869,9,40
lipid327,ENSMUSG00000029623,9,88
lipid327,ENSMUSG00000029634,9,40
lipid327,ENSMUSG00000029836,8,8
lipid327,ENSMUSG00000030059,9,256
lipid327,ENSMUSG00000030122,9,48
lipid327,ENSMUSG00000030216,9,16
lipid327,ENSMUSG00000030451,9,48
lipid327,ENSMUSG00000030557,9,80
lipid327,ENSMUSG00000030738,8,16
lipid327,ENSMUSG00000031060,9,8
lipid327,ENSMUSG00000031357,8,8
lipid327,ENSMUSG00000031902,9,192
lipid327,ENSMUSG00000031954,9,24
lipid327,ENSMUSG00000032384,10,744
lipid327,ENSMUSG00000032407,9,200
lipid327,ENSMUSG00000032525,9,32
lipid327,ENSMUSG00000032727,9,144
lipid327,ENSMUSG00000032763,4,3
lipid327,ENSMUSG00000033228,9,8
lipid327,ENSMUSG00000034163,10,840
lipid327,ENSMUSG00000034243,8,8
lipid327,ENSMUSG00000034252,8,8
lipid327,ENSMUSG00000034610,8,8
lipid327,ENSMUSG00000034620,8,8
lipid327,ENSMUSG00000035284,9,152
lipid327,ENSMUSG00000035349,8,8
lipid327,ENSMUSG00000035469,9,56
lipid327,ENSMUSG00000035762,9,56
lipid327,ENSMUSG00000036180,9,48
lipid327,ENSMUSG00000036940,8,8
lipid327,ENSMUSG00000037110,9,16
lipid327,ENSMUSG00000037234,9,96
lipid327,ENSMUSG00000037416,9,8
lipid327,ENSMUSG00000038446,9,8
lipid327,ENSMUSG00000038664,8,8
lipid327,ENSMUSG00000038708,8,8
lipid327,ENSMUSG00000038774,8,8
lipid327,ENSMUSG00000039704,10,128
lipid327,ENSMUSG00000040459,9,64
lipid327,ENSMUSG00000040549,9,136
lipid327,ENSMUSG00000041360,10,416
lipid327,ENSMUSG00000041997,9,112
lipid327,ENSMUSG00000042605,8,8
lipid327,ENSMUSG00000042814,7,8
lipid327,ENSMUSG00000043279,9,16
lipid327,ENSMUSG00000044252,9,8
lipid327,ENSMUSG00000044519,8,8
lipid327,ENSMUSG00000044573,8,8
lipid327,ENSMUSG00000046111,9,32
lipid327,ENSMUSG00000046230,8,8
lipid327,ENSMUSG00000048000,8,8
lipid327,ENSMUSG00000048118,9,40
lipid327,ENSMUSG00000049091,8,8
lipid327,ENSMUSG00000049606,8,8
lipid327,ENSMUSG00000050697,8,8
lipid327,ENSMUSG00000051285,8,8
lipid327,ENSMUSG00000052337,9,80
lipid327,ENSMUSG00000052428,9,32
lipid327,ENSMUSG00000052539,8,16
lipid327,ENSMUSG00000052595,7,8
lipid327,ENSMUSG00000053453,8,8
lipid327,ENSMUSG00000053510,10,616
lipid327,ENSMUSG00000053877,8,16
lipid327,ENSMUSG00000054226,9,32
lipid327,ENSMUSG00000056608,9,48
lipid327,ENSMUSG00000057110,9,56
lipid327,ENSMUSG00000057181,9,8
lipid327,ENSMUSG00000058056,10,568
lipid327,ENSMUSG00000058301,9,56
lipid327,ENSMUSG00000058587,9,120
lipid327,ENSMUSG00000059495,8,8
lipid327,ENSMUSG00000060961,8,8
lipid327,ENSMUSG00000061331,9,136
lipid327,ENSMUSG00000061755,8,8
lipid327,ENSMUSG00000062949,8,8
