ID,RD_509,RD_510,RD_511,RD_512,RD_513,RD_514,RD_515,RD_516,WDO_517,WDO_518,WDO_519,WDO_520,WDO_521,WDO_522,WDO_523,WDO_524,WDE_525,WDE_526,WDE_527,WDE_528,WDE_529,WDE_530,WDE_531,WDE_532,WDD_533,WDD_534,WDD_535,WDD_536,WDD_537,WDD_538,WDD_539,WDD_540
lipid152,1385.416987,407.7644964,795.8456411,681.3225322,1202.661906,322.3926161,1266.937647,963.3545156,4465.327455,3054.277201,4465.327455,4236.082003,5093.930717,5093.930717,4346.253505,4236.082003,1255.387062,1963.729655,1155.72021,1611.429153,1345.712781,1931.696466,1704.624902,1170.569107,825.5456601,441.409579,963.3545156,718.5160808,952.260235,570.7080636,659.8697486,978.4969656
lipid154,223.6157381,62.50308174,114.0243107,101.0185511,190.7029171,36.97789747,194.765162,144.456363,295.6016995,208.0512049,279.1032037,276.4014958,292.4378601,290.1665556,295.6016995,262.0537536,1062.895624,1406.989466,998.9326434,1449.136658,1218.012728,1367.674132,1255.387062,1062.895624,333.4138296,97.65344681,385.6665201,259.455446,381.3091441,238.0106476,223.6157381,341.5971346
lipid155,1496.094081,419.7741296,786.7128746,728.7197155,1218.012728,325.5404659,1385.416987,1218.012728,1963.729655,1496.094081,2270.484725,1900.874021,2371.321934,1990.574109,2175.300934,1767.887091,1866.92654,2472.619369,1655.690227,2316.550333,1963.729655,2688.275654,2472.619369,1704.624902,4465.327455,2828.189445,5093.930717,5441.59833,5441.59833,3684.416168,4346.253505,5263.921552
lipid156,21.50971667,8.033566296,12.46282759,11.04217445,17.75551632,9.31815149,15.38802288,12.28891915,26.88480206,16.6727795,23.08280836,31.31452254,30.67029494,33.47947712,31.31452254,27.19931636,20.12131202,27.19931636,18.50090276,18.74059419,14.87132564,38.48581017,39.82509803,23.08280836,39.82509803,30.96817631,37.29349135,64.79935743,25.71124026,20.36835524,35.01717563,41.44430285
lipid160,1.722345757,17.09505285,26.31725453,17.3111106,1.085041135,13.82977439,1.317469321,0.762102713,138.9258336,38.91604058,115.4331376,130.3853472,150.1302179,146.3053038,108.9033165,134.1998382,122.5419407,174.1817823,88.70551195,146.3053038,96.45815171,133.020993,179.4987343,116.5950151,112.4783896,52.54547761,137.0588551,127.4085558,85.0532719,56.89575369,79.79945555,71.66936736
lipid161,394.1174612,102.1134244,163.6034854,186.113167,266.8959676,67.70906928,249.0697754,238.0106476,1032.590033,527.3064663,765.8822148,868.5849777,963.3545156,1032.590033,728.7197155,846.6451072,457.419252,709.4238564,348.8096302,652.8836385,488.5195061,881.4635336,765.8822148,540.5685615,470.9890916,262.0537536,681.3225322,652.8836385,521.0045265,287.3030161,450.6656213,633.6068185
lipid165,44.61846429,10.73700606,20.12131202,15.55871854,27.603136,15.04104514,28.88876744,21.50971667,108.9033165,77.95786056,116.5950151,94.66521999,116.5950151,103.2284508,92.86414612,96.45815171,15.55871854,25.71124026,15.55871854,14.1539545,23.08280836,35.40639846,30.67029494,19.52934975,10.43388791,0.278012387,9.960700126,10.56296838,6.436772977,8.916013214,8.033566296,11.25988336
lipid178,215.0768212,252.0385919,264.4534109,357.4426952,203.253148,266.8959676,188.0250492,229.404887,508.8789411,624.5953249,598.4432072,483.4126412,501.719691,586.4154898,514.8797994,461.0408148,412.536212,362.084467,254.6234713,441.409579,375.6085065,488.5195061,352.9116309,375.6085065,416.1310556,659.8697486,483.4126412,381.3091441,718.5160808,457.419252,501.719691,570.7080636
lipid179,70.96661764,56.89575369,62.50308174,51.93156842,48.42944917,69.69998068,51.93156842,32.02243825,264.4534109,223.6157381,246.1710125,186.113167,188.0250492,249.0697754,279.1032037,188.0250492,177.3652479,146.3053038,99.94873907,150.1302179,134.1998382,188.0250492,181.179158,165.2600422,217.4327985,316.9481378,240.65853,194.765162,212.2823259,215.0768212,243.0894695,229.404887
lipid183,51.20022551,0.512049839,1.208729486,64.79935743,0.746975206,0.814986592,53.06247223,51.20022551,521.0045265,556.9425059,633.6068185,461.0408148,461.0408148,514.8797994,540.5685615,450.6656213,362.084467,337.734627,264.4534109,399.2368537,333.4138296,341.5971346,329.3240521,325.5404659,375.6085065,547.7982876,389.9094309,337.734627,488.5195061,357.4426952,419.7741296,470.9890916
lipid185,709.4238564,937.2106084,897.4801323,1307.322511,673.5978485,1266.937647,645.1505732,691.2380672,2828.189445,2828.189445,3208.279719,2218.337915,2577.097147,2828.189445,3289.004861,2108.930766,2828.189445,2628.560269,1839.292395,2904.556516,2532.124847,3362.075822,2758.066133,2688.275654,3891.444423,4619.601876,4025.925633,2758.066133,4125.119231,3891.444423,4025.925633,4465.327455
lipid197,446.0966701,593.2676354,461.0408148,633.6068185,389.9094309,564.4894091,508.8789411,419.7741296,1587.314315,1170.569107,1406.989466,963.3545156,1049.682911,1266.937647,1285.145375,998.9326434,659.8697486,616.8677212,470.9890916,598.4432072,624.5953249,698.656032,673.5978485,667.3613405,106.9493466,307.1731247,198.9853529,188.0250492,196.7941733,190.7029171,210.4392955,232.1655917
lipid199,3471.306471,5998.64543,3471.306471,3471.306471,2758.066133,5744.533427,3289.004861,2970.495161,15651.71123,18893.52992,18893.52992,12779.40794,15651.71123,14196.20267,13521.04538,12191.12565,13521.04538,13521.04538,21636.46796,15651.71123,18893.52992,15651.71123,11747.80205,14196.20267,22931.19343,20736.7623,21636.46796,12779.40794,19815.15959,24665.35279,20736.7623,19815.15959
lipid201,15651.71123,22931.19343,20736.7623,20736.7623,12779.40794,28145.38244,16898.94864,16898.94864,32384.46393,32384.46393,32384.46393,28145.38244,28145.38244,32384.46393,28145.38244,28145.38244,37707.83678,37707.83678,37707.83678,45924.78841,37707.83678,37707.83678,37707.83678,37707.83678,28145.38244,21636.46796,28145.38244,14879.21991,28145.38244,28145.38244,24665.35279,28145.38244
lipid205,2218.337915,2218.337915,2175.300934,2472.619369,1678.718775,2472.619369,1963.729655,1727.673142,7331.048263,5998.64543,7331.048263,4759.952107,5998.64543,5998.64543,5744.533427,5744.533427,2577.097147,2532.124847,2270.484725,2688.275654,3136.804172,2371.321934,1633.859527,2270.484725,1062.895624,1255.387062,881.4635336,881.4635336,814.8994063,963.3545156,1062.895624,1032.590033
lipid207,1.143835591,1.317469321,0.799244566,0.588866893,52.54547761,1.820039085,1.359766616,0.595054011,691.2380672,609.0565795,609.0565795,403.0665142,475.6915876,570.7080636,483.4126412,514.8797994,461.0408148,322.3926161,407.7644964,470.9890916,461.0408148,381.3091441,290.1665556,341.5971346,495.4088268,284.1407118,281.8196309,152.1879897,203.253148,295.6016995,329.3240521,262.0537536
lipid208,333.4138296,450.6656213,272.7230274,416.1310556,319.8331754,461.0408148,366.1972537,254.6234713,1049.682911,881.4635336,978.4969656,586.4154898,786.7128746,795.8456411,775.0548164,756.3067453,1655.690227,1235.754631,1218.012728,1170.569107,1521.810586,1088.399202,804.3426635,1202.661906,2532.124847,2758.066133,1767.887091,1367.674132,1449.136658,1900.874021,2316.550333,2175.300934
lipid210,598.4432072,748.0834621,718.5160808,911.936791,540.5685615,926.3748398,633.6068185,534.4726609,2270.484725,1800.386489,1900.874021,1428.158525,1587.314315,1866.92654,1611.429153,1587.314315,2970.495161,2758.066133,2532.124847,3136.804172,3208.279719,2758.066133,2175.300934,2904.556516,2970.495161,3208.279719,2472.619369,1727.673142,2141.103408,2472.619369,2758.066133,2828.189445
lipid211,814.8994063,1121.787654,1202.661906,1345.712781,786.7128746,1406.989466,846.6451072,814.8994063,3891.444423,2970.495161,3471.306471,2532.124847,2904.556516,3471.306471,2532.124847,2577.097147,4125.119231,4346.253505,3891.444423,4619.601876,4619.601876,4025.925633,3684.416168,4236.082003,3289.004861,3891.444423,3208.279719,1900.874021,3054.277201,2970.495161,3471.306471,3208.279719
lipid213,16.43945884,42.55387463,470.9890916,11.25988336,10.56296838,238.0106476,21.03502332,8.549244682,1866.92654,1866.92654,1800.386489,1062.895624,1088.399202,16.43945884,1121.787654,1345.712781,1235.754631,718.5160808,1367.674132,1587.314315,1569.814358,10.56296838,7.793398861,1140.36104,1307.322511,7.339707158,1170.569107,91.88796394,7.916260044,1184.533505,765.8822148,645.1505732
lipid219,238.0106476,262.0537536,310.5879772,303.1177647,229.404887,290.1665556,240.65853,240.65853,2218.337915,1633.859527,1963.729655,1307.322511,1704.624902,1963.729655,1449.136658,1611.429153,586.4154898,495.4088268,389.9094309,616.8677212,514.8797994,547.7982876,475.6915876,609.0565795,198.9853529,252.0385919,259.455446,115.4331376,137.0588551,142.7646535,235.5031701,235.5031701
lipid220,264.4534109,337.734627,375.6085065,362.084467,226.4379354,399.2368537,259.455446,272.7230274,681.3225322,470.9890916,691.2380672,352.9116309,624.5953249,609.0565795,508.8789411,534.4726609,4.83687899,303.1177647,4.264925035,3.156422995,2.979507264,868.5849777,357.4426952,3.558417491,3.197160583,322.3926161,2.437660829,3.399046511,259.455446,148.1544594,5.541450548,3.599881111
lipid221,461.0408148,577.9829593,681.3225322,673.5978485,424.5631431,728.7197155,475.6915876,483.4126412,3289.004861,1990.574109,2904.556516,1611.429153,2270.484725,2577.097147,2062.058612,2029.709746,598.4432072,775.0548164,394.1174612,624.5953249,521.0045265,1428.158525,814.8994063,616.8677212,203.253148,593.2676354,269.6415218,116.5950151,446.0966701,310.5879772,240.65853,243.0894695
lipid229,4759.952107,6780.734437,5744.533427,7783.469198,4346.253505,8583.339938,5744.533427,4125.119231,4906.541934,3791.104393,3791.104393,2472.619369,3289.004861,3891.444423,3054.277201,3684.416168,2758.066133,2970.495161,3208.279719,3362.075822,3791.104393,2577.097147,1839.292395,2472.619369,4619.601876,5263.921552,4465.327455,3136.804172,3362.075822,4465.327455,5093.930717,4759.952107
lipid243,84.26771979,108.9033165,107.7715813,114.0243107,91.88796394,158.3423681,73.21267386,82.5357564,177.3652479,212.2823259,194.765162,152.1879897,174.1817823,186.113167,205.8432333,152.1879897,215.0768212,156.1959161,122.5419407,212.2823259,205.8432333,208.0512049,156.1959161,198.9853529,262.0537536,290.1665556,249.0697754,167.5917007,200.7520108,254.6234713,246.1710125,287.3030161
lipid246,667.3613405,412.536212,667.3613405,290.1665556,667.3613405,616.8677212,470.9890916,521.0045265,186.113167,118.1893297,171.7423744,165.2600422,142.7646535,154.3239758,208.0512049,133.020993,154.3239758,205.8432333,119.5733718,140.6621907,56.31764939,198.9853529,161.8333783,152.1879897,174.1817823,186.113167,165.2600422,118.1893297,93.64490091,127.4085558,183.3601985,163.6034854
lipid247,41.44430285,0.233814409,0.332429324,0.268052806,0.404151771,0.285878143,61.04781362,0.263241294,215.0768212,249.0697754,259.455446,137.0588551,235.5031701,212.2823259,131.9818705,190.7029171,84.26771979,79.79945555,77.32824635,112.4783896,85.0532719,96.45815171,70.96661764,75.21831314,114.0243107,85.92723057,90.83134495,67.70906928,0.713520198,68.94269702,85.92723057,106.9493466
lipid252,475.6915876,483.4126412,430.7498011,450.6656213,399.2368537,466.2301914,341.5971346,394.1174612,825.5456601,963.3545156,911.936791,547.7982876,756.3067453,633.6068185,718.5160808,609.0565795,709.4238564,737.17059,868.5849777,837.15985,728.7197155,911.936791,586.4154898,624.5953249,1255.387062,1032.590033,1062.895624,586.4154898,804.3426635,1100.283984,998.9326434,1100.283984
lipid253,4025.925633,4125.119231,3594.648879,4025.925633,3471.306471,4619.601876,4025.925633,3684.416168,2108.930766,2029.709746,1990.574109,1990.574109,1839.292395,1839.292395,2029.709746,1633.859527,3208.279719,3594.648879,3362.075822,3594.648879,3362.075822,4346.253505,3362.075822,3136.804172,3594.648879,3791.104393,3471.306471,2141.103408,3208.279719,3136.804172,3362.075822,3891.444423
lipid266,0.935876842,1.066298313,1.49537425,1.011887293,1.188947799,1.786577194,0.906423173,72.43669216,0.382635815,0.327952227,0.459949099,0.321968007,0.199654301,0.203967639,0.40724927,0.222366108,269.6415218,269.6415218,203.253148,210.4392955,167.5917007,279.1032037,264.4534109,279.1032037,221.8106669,246.1710125,188.0250492,165.2600422,125.7685782,171.7423744,198.9853529,221.8106669
lipid267,200.7520108,284.1407118,238.0106476,276.4014958,200.7520108,287.3030161,226.4379354,205.8432333,795.8456411,673.5978485,737.17059,521.0045265,652.8836385,728.7197155,586.4154898,564.4894091,419.7741296,501.719691,441.409579,540.5685615,325.5404659,598.4432072,441.409579,403.0665142,269.6415218,238.0106476,266.8959676,181.179158,177.3652479,200.7520108,238.0106476,256.5779675
lipid269,212.2823259,303.1177647,284.1407118,325.5404659,183.3601985,329.3240521,10.73700606,226.4379354,501.719691,633.6068185,547.7982876,466.2301914,570.7080636,521.0045265,450.6656213,389.9094309,514.8797994,419.7741296,419.7741296,527.3064663,534.4726609,430.7498011,366.1972537,450.6656213,616.8677212,556.9425059,837.15985,375.6085065,501.719691,609.0565795,570.7080636,547.7982876
lipid273,371.0014793,466.2301914,450.6656213,609.0565795,352.9116309,534.4726609,375.6085065,375.6085065,362.084467,190.7029171,292.4378601,252.0385919,2.764386164,329.3240521,118.1893297,161.8333783,264.4534109,329.3240521,292.4378601,385.6665201,299.696229,313.3363809,240.65853,287.3030161,325.5404659,249.0697754,341.5971346,212.2823259,243.0894695,281.8196309,281.8196309,269.6415218
lipid282,177.3652479,269.6415218,256.5779675,313.3363809,148.1544594,337.734627,219.530163,186.113167,0.654937485,0.364175992,0.148572875,0.253539115,0.221014571,0.334247193,0.273386789,0.298316794,3.641355892,208.0512049,158.3423681,2.654403821,2.863877119,181.179158,125.7685782,3.679944574,140.6621907,171.7423744,150.1302179,114.0243107,90.83134495,119.5733718,174.1817823,135.72843
lipid283,0.08650817,0.033703286,0.065377216,0.065849314,0.062810376,0.082201662,0.039658403,0.040932444,55.80897748,40.39260227,0.272316295,38.91604058,34.64057071,43.07020236,47.86802569,37.29349135,35.40639846,27.603136,30.96817631,31.66514173,30.67029494,36.24854158,28.62386759,33.89125367,15.82075767,16.22120881,12.10837629,8.033566296,8.442316875,10.56296838,14.87132564,13.97841088
lipid284,181.179158,272.7230274,259.455446,316.9481378,150.1302179,341.5971346,223.6157381,188.0250492,56.89575369,41.44430285,0.45031891,39.36487397,35.40639846,43.61536305,48.42944917,38.09019471,38.48581017,235.5031701,205.8432333,35.01717563,33.89125367,217.4327985,152.1879897,38.09019471,161.8333783,188.0250492,171.7423744,125.7685782,98.82622353,130.3853472,192.9137478,156.1959161
lipid291,12779.40794,13521.04538,11747.80205,14879.21991,11747.80205,14196.20267,12779.40794,12779.40794,10486.99153,12779.40794,10486.99153,10046.44851,10486.99153,7783.469198,10046.44851,8583.339938,12779.40794,12191.12565,13521.04538,12779.40794,14879.21991,14879.21991,12779.40794,13521.04538,21636.46796,28145.38244,22931.19343,21636.46796,20736.7623,22931.19343,22931.19343,24665.35279
lipid299,33.47947712,23.34944484,27.94654214,20.77983691,24.50956271,26.5942862,22.08121021,0.561233417,43.07020236,67.05863568,133.020993,35.90865322,76.60588896,35.40639846,43.07020236,30.96817631,73.21267386,106.9493466,73.85663272,67.05863568,118.1893297,144.456363,67.05863568,65.55157382,144.456363,106.9493466,169.8146844,104.5698042,50.75762398,232.1655917,119.5733718,89.8227962
lipid301,659.8697486,775.0548164,775.0548164,978.4969656,593.2676354,963.3545156,765.8822148,681.3225322,299.696229,399.2368537,586.4154898,200.7520108,399.2368537,229.404887,235.5031701,183.3601985,352.9116309,652.8836385,416.1310556,357.4426952,681.3225322,659.8697486,394.1174612,303.1177647,466.2301914,461.0408148,540.5685615,299.696229,272.7230274,786.7128746,319.8331754,389.9094309
lipid302,26.88480206,24.50956271,0.171136157,29.2652292,28.88876744,27.19931636,25.95699392,22.74824972,371.0014793,508.8789411,645.1505732,269.6415218,412.536212,345.0763109,341.5971346,319.8331754,78.80079474,160.3091052,135.72843,156.1959161,163.6034854,174.1817823,73.21267386,62.50308174,73.85663272,34.64057071,79.79945555,0.299652546,50.28515199,79.79945555,41.44430285,37.29349135
lipid305,194.765162,238.0106476,208.0512049,243.0894695,192.9137478,272.7230274,215.0768212,190.7029171,3684.416168,4619.601876,5744.533427,2688.275654,3791.104393,3684.416168,2970.495161,3136.804172,718.5160808,1345.712781,1049.682911,1266.937647,1140.36104,1170.569107,633.6068185,556.9425059,857.1536162,276.4014958,978.4969656,171.7423744,756.3067453,911.936791,407.7644964,419.7741296
lipid306,728.7197155,1032.590033,814.8994063,1569.814358,718.5160808,1218.012728,775.0548164,786.7128746,4125.119231,6296.419928,6296.419928,2904.556516,4619.601876,4025.925633,3791.104393,3362.075822,1218.012728,1900.874021,1633.859527,1767.887091,2904.556516,1767.887091,926.3748398,1100.283984,1285.145375,718.5160808,1449.136658,416.1310556,1121.787654,1521.810586,786.7128746,897.4801323
lipid312,44.0693463,39.82509803,43.07020236,41.98174221,40.85671084,51.93156842,41.44430285,42.55387463,540.5685615,795.8456411,786.7128746,598.4432072,564.4894091,616.8677212,466.2301914,501.719691,81.7017508,140.6621907,105.6333337,135.72843,131.9818705,150.1302179,80.70918483,63.38933064,36.65100916,20.5545855,31.31452254,11.94035279,26.5942862,36.97789747,19.52934975,19.27280277
lipid314,88.70551195,75.73090676,60.448172,81.7017508,87.27314501,98.82622353,77.95786056,75.73090676,1218.012728,1549.970979,1521.810586,795.8456411,1140.36104,1140.36104,1015.888765,1032.590033,88.70551195,138.9258336,118.1893297,122.5419407,114.0243107,146.3053038,78.80079474,56.89575369,0.828232494,0.545584144,42.55387463,0.302221424,32.02243825,0.734398327,21.75764914,21.50971667
lipid316,2.538375013,64.79935743,52.54547761,77.32824635,88.70551195,83.45489941,83.45489941,79.79945555,266.8959676,345.0763109,403.0665142,177.3652479,281.8196309,252.0385919,246.1710125,210.4392955,303.1177647,508.8789411,446.0966701,419.7741296,527.3064663,508.8789411,256.5779675,235.5031701,103.2284508,40.85671084,84.26771979,23.08280836,48.42944917,122.5419407,40.85671084,38.48581017
lipid317,65.55157382,52.54547761,30.67029494,55.20585676,64.79935743,52.54547761,57.52360954,55.80897748,98.82622353,144.456363,249.0697754,81.7017508,167.5917007,75.73090676,83.45489941,91.88796394,142.7646535,238.0106476,217.4327985,167.5917007,284.1407118,284.1407118,107.7715813,105.6333337,142.7646535,77.32824635,194.765162,59.721253,89.8227962,284.1407118,78.80079474,79.79945555
lipid320,108.9033165,122.5419407,98.82622353,118.1893297,107.7715813,140.6621907,124.0352352,112.4783896,171.7423744,194.765162,229.404887,138.9258336,161.8333783,163.6034854,161.8333783,154.3239758,466.2301914,756.3067453,624.5953249,609.0565795,698.656032,775.0548164,416.1310556,371.0014793,249.0697754,115.4331376,303.1177647,87.27314501,252.0385919,307.1731247,116.5950151,154.3239758
lipid321,284.1407118,313.3363809,276.4014958,329.3240521,299.696229,375.6085065,313.3363809,290.1665556,1678.718775,2141.103408,3684.416168,1140.36104,2316.550333,1235.754631,1266.937647,1449.136658,963.3545156,2270.484725,1990.574109,1218.012728,2628.560269,2108.930766,698.656032,673.5978485,673.5978485,1327.346168,2970.495161,837.15985,1767.887091,3791.104393,1218.012728,1406.989466
lipid324,79.79945555,63.38933064,46.75584424,68.94269702,73.85663272,62.50308174,73.85663272,65.55157382,137.0588551,217.4327985,284.1407118,103.2284508,219.530163,115.4331376,119.5733718,137.0588551,27.94654214,0.99545749,37.29349135,1.519814776,59.721253,1.550584547,25.05312249,19.02989007,38.91604058,36.24854158,34.64057071,19.02989007,29.2652292,49.04650334,25.95699392,25.71124026
lipid325,12.10837629,18.74059419,19.52934975,15.04104514,15.21484976,21.03502332,16.22120881,14.1539545,0.124549098,10.27502819,0.262284372,0.108826186,0.179598961,0.073059671,0.080734897,0.330242643,163.6034854,290.1665556,210.4392955,158.3423681,229.404887,307.1731247,122.5419407,130.3853472,51.20022551,29.2652292,46.00735499,25.32316414,34.64057071,69.69998068,27.603136,29.93105623
lipid326,56.89575369,61.60905974,55.20585676,67.70906928,54.45021501,53.87126909,65.55157382,68.33980182,15.82075767,18.74059419,22.08121021,13.32581917,18.74059419,9.960700126,11.71474881,12.77347138,348.8096302,609.0565795,598.4432072,341.5971346,673.5978485,556.9425059,229.404887,254.6234713,366.1972537,219.530163,316.9481378,134.1998382,194.765162,748.0834621,186.113167,192.9137478
lipid327,38.91604058,47.86802569,35.90865322,38.48581017,36.65100916,47.86802569,46.00735499,31.66514173,68.33980182,101.0185511,118.1893297,53.06247223,91.88796394,56.89575369,59.03324608,56.89575369,51.93156842,84.26771979,75.73090676,58.45363658,109.7085798,94.66521999,40.39260227,38.91604058,40.85671084,26.31725453,32.46471578,14.1539545,27.603136,60.448172,21.26182134,21.75764914
lipid328,77.95786056,125.7685782,93.64490091,108.9033165,77.95786056,118.1893297,121.1132682,91.88796394,31.31452254,36.65100916,56.89575369,28.62386759,47.19163223,20.5545855,26.31725453,30.67029494,483.4126412,881.4635336,926.3748398,586.4154898,1015.888765,765.8822148,272.7230274,310.5879772,508.8789411,325.5404659,616.8677212,208.0512049,435.9211099,1121.787654,279.1032037,319.8331754
lipid335,89.8227962,158.3423681,116.5950151,137.0588551,75.73090676,156.1959161,112.4783896,114.0243107,1.223146022,0.750208035,0.886177887,0.822468084,0.759635615,0.729253465,0.998690926,0.80608997,450.6656213,435.9211099,357.4426952,416.1310556,394.1174612,501.719691,371.0014793,475.6915876,1155.72021,1800.386489,1049.682911,963.3545156,786.7128746,978.4969656,1015.888765,1235.754631
lipid342,281.8196309,441.409579,303.1177647,366.1972537,235.5031701,407.7644964,295.6016995,269.6415218,205.8432333,188.0250492,210.4392955,131.9818705,177.3652479,144.456363,144.456363,140.6621907,246.1710125,212.2823259,256.5779675,307.1731247,290.1665556,303.1177647,203.253148,240.65853,2108.930766,2141.103408,1496.094081,1307.322511,1285.145375,1345.712781,1800.386489,2108.930766
lipid345,25.71124026,26.31725453,27.19931636,33.07683745,24.27019797,26.31725453,22.45976764,22.08121021,14.30763029,20.77983691,17.3111106,13.65248408,0.232985581,0.160404746,0.13858303,0.140928511,19.52934975,14.87132564,22.08121021,24.74900908,21.26182134,18.50090276,15.38802288,21.03502332,146.3053038,179.4987343,115.4331376,129.106557,96.45815171,93.64490091,129.106557,152.1879897
lipid348,1184.533505,1767.887091,1367.674132,1727.673142,978.4969656,1678.718775,1218.012728,1184.533505,416.1310556,403.0665142,399.2368537,229.404887,381.3091441,279.1032037,254.6234713,295.6016995,1088.399202,1062.895624,1428.158525,1549.970979,1496.094081,1155.72021,748.0834621,1032.590033,9577.584851,10046.44851,9049.49971,9049.49971,8583.339938,7331.048263,9577.584851,11182.53245
lipid351,190.7029171,226.4379354,223.6157381,235.5031701,165.2600422,210.4392955,203.253148,174.1817823,385.6665201,362.084467,483.4126412,264.4534109,352.9116309,337.734627,316.9481378,254.6234713,75.21831314,101.0185511,61.60905974,77.32824635,116.5950151,135.72843,89.8227962,70.96661764,41.44430285,29.60674971,44.0693463,30.30924354,30.96817631,51.20022551,30.30924354,33.07683745
lipid360,33.07683745,32.46471578,33.07683745,37.74281479,35.01717563,36.65100916,31.66514173,34.64057071,158.3423681,192.9137478,200.7520108,118.1893297,109.7085798,138.9258336,110.89964,116.5950151,97.65344681,135.72843,134.1998382,152.1879897,169.8146844,85.92723057,63.38933064,87.27314501,179.4987343,156.1959161,167.5917007,88.70551195,101.0185511,167.5917007,121.1132682,142.7646535
lipid362,316.9481378,316.9481378,313.3363809,457.419252,345.0763109,430.7498011,389.9094309,362.084467,1307.322511,1184.533505,1266.937647,897.4801323,804.3426635,1100.283984,857.1536162,978.4969656,593.2676354,691.2380672,667.3613405,846.6451072,756.3067453,570.7080636,435.9211099,521.0045265,846.6451072,737.17059,825.5456601,389.9094309,667.3613405,728.7197155,667.3613405,786.7128746
lipid364,133.020993,177.3652479,210.4392955,229.404887,138.9258336,235.5031701,125.7685782,167.5917007,259.455446,366.1972537,333.4138296,345.0763109,284.1407118,441.409579,238.0106476,287.3030161,188.0250492,223.6157381,215.0768212,319.8331754,203.253148,183.3601985,177.3652479,167.5917007,310.5879772,229.404887,371.0014793,196.7941733,329.3240521,262.0537536,256.5779675,284.1407118
lipid365,3054.277201,3891.444423,3208.279719,4125.119231,3136.804172,4465.327455,3684.416168,3362.075822,12191.12565,14196.20267,11747.80205,10486.99153,8583.339938,14879.21991,9049.49971,10486.99153,9577.584851,9577.584851,14196.20267,13521.04538,10486.99153,8583.339938,5998.64543,6780.734437,10486.99153,6296.419928,10046.44851,4906.541934,10046.44851,8583.339938,8583.339938,8583.339938
lipid367,186.113167,243.0894695,171.7423744,249.0697754,177.3652479,232.1655917,229.404887,163.6034854,483.4126412,488.5195061,430.7498011,299.696229,279.1032037,450.6656213,313.3363809,352.9116309,279.1032037,292.4378601,362.084467,381.3091441,446.0966701,264.4534109,158.3423681,223.6157381,527.3064663,446.0966701,461.0408148,221.8106669,362.084467,488.5195061,424.5631431,416.1310556
lipid369,37.74281479,50.75762398,57.52360954,59.721253,47.19163223,57.52360954,47.86802569,57.52360954,122.5419407,150.1302179,140.6621907,134.1998382,165.2600422,150.1302179,133.020993,107.7715813,49.04650334,68.33980182,35.40639846,82.5357564,52.54547761,68.33980182,43.07020236,43.07020236,70.44068196,65.55157382,77.32824635,59.03324608,75.21831314,46.00735499,53.06247223,76.60588896
lipid371,652.8836385,709.4238564,765.8822148,998.9326434,728.7197155,825.5456601,691.2380672,737.17059,1496.094081,1678.718775,1767.887091,1266.937647,1327.346168,1406.989466,1496.094081,1218.012728,1032.590033,1184.533505,937.2106084,1255.387062,998.9326434,963.3545156,837.15985,926.3748398,998.9326434,952.260235,1184.533505,564.4894091,1184.533505,897.4801323,868.5849777,1121.787654
lipid374,27.603136,28.62386759,0.198108172,0.268826377,0.32327187,29.2652292,22.74824972,0.161102909,67.05863568,87.27314501,84.26771979,46.00735499,59.721253,53.06247223,18.26192769,56.31764939,40.39260227,36.24854158,43.61536305,37.74281479,36.65100916,47.19163223,27.19931636,34.31328718,68.94269702,23.34944484,57.52360954,0.295882944,38.91604058,83.45489941,46.00735499,51.93156842
lipid377,74.59098724,76.60588896,85.92723057,97.65344681,76.60588896,106.9493466,93.64490091,95.55671728,63.38933064,48.42944917,52.54547761,50.28515199,43.07020236,70.96661764,61.60905974,40.85671084,43.61536305,40.85671084,25.71124026,29.60674971,34.64057071,41.98174221,35.01717563,46.00735499,65.55157382,98.82622353,55.20585676,68.94269702,47.19163223,36.65100916,70.96661764,75.21831314
lipid378,72.43669216,95.55671728,58.45363658,51.20022551,59.03324608,101.0185511,71.66936736,58.45363658,219.530163,229.404887,183.3601985,148.1544594,133.020993,160.3091052,165.2600422,171.7423744,108.9033165,107.7715813,112.4783896,119.5733718,140.6621907,121.1132682,85.0532719,88.70551195,226.4379354,259.455446,205.8432333,98.82622353,140.6621907,240.65853,163.6034854,183.3601985
lipid380,521.0045265,667.3613405,673.5978485,593.2676354,488.5195061,748.0834621,616.8677212,616.8677212,488.5195061,348.8096302,375.6085065,394.1174612,341.5971346,430.7498011,366.1972537,345.0763109,292.4378601,319.8331754,262.0537536,279.1032037,259.455446,412.536212,292.4378601,264.4534109,652.8836385,857.1536162,501.719691,483.4126412,407.7644964,389.9094309,534.4726609,681.3225322
lipid382,78.80079474,63.97716536,96.45815171,70.44068196,73.21267386,81.7017508,63.38933064,85.92723057,146.3053038,154.3239758,161.8333783,150.1302179,104.5698042,183.3601985,135.72843,156.1959161,55.20585676,59.721253,73.21267386,77.95786056,60.448172,73.85663272,55.20585676,55.20585676,105.6333337,59.03324608,78.80079474,51.20022551,60.448172,70.44068196,75.21831314,70.44068196
